avgAnnCount,avgDeathsPerYear,incidenceRate,medIncome,popEst2015,povertyPercent,studyPerCap,binnedInc,MedianAge,MedianAgeMale,MedianAgeFemale,Geography,AvgHouseholdSize,PercentMarried,PctNoHS18_24,PctHS18_24,PctSomeCol18_24,PctBachDeg18_24,PctHS25_Over,PctBachDeg25_Over,PctEmployed16_Over,PctUnemployed16_Over,PctPrivateCoverage,PctPrivateCoverageAlone,PctEmpPrivCoverage,PctPublicCoverage,PctPublicCoverageAlone,PctWhite,PctBlack,PctAsian,PctOtherRace,PctMarriedHouseholds,BirthRate,deathRate
110,54,417,40267,20826,17.5,0,"(37413.8, 40362.7]",40.6,39.1,41.9,"Vernon County, Missouri",2.5,53.3,16.2,38.4,42.4,3,41,10.1,57.9,5.4,59.7,44.3,37.8,37.4,18.6,96.17779481,0.905259124,0.694510968,0.086215155,51.61691542,5.078698846,194.4
18,7,339.4,44794,2985,13.6,0,"(42724.4, 45201]",49.9,49,50.8,"Franklin County, Nebraska",2.15,64,6.9,35.8,,3.4,37.1,14.6,60.9,3.5,70.8,47.6,30.9,39.5,17.7,98.13204509,0.128824477,0.193236715,0,58.33924769,8.058608059,119.2
3500,1126,451.4,66950,1024198,11.5,102.5192394,"(61494.5, 125635]",35.3,34.3,36.1,"Wake County, North Carolina",2.61,51.6,13,21.6,,15.8,16.8,31.2,66,6.4,75.9,65.8,56.4,20.9,11.3,67.64519953,20.74262899,6.06658272,2.799638122,51.32490011,4.983090176,155.3
48,19,517.6,46894,6534,11.6,0,"(45201, 48021.6]",43.7,41.6,44.9,"Edwards County, Illinois",2.37,55.1,12,26.5,,7.3,36.8,8,56,8.3,69.3,49.9,42.5,39.9,20,97.60866296,0.556474658,0.225597834,0,52.20825853,9.853733641,189.9
92,47,430.4,43476,16436,15.4,0,"(42724.4, 45201]",41.4,39.9,42.7,"Pawnee County, Oklahoma",2.6,55.7,20.4,49.4,,2.6,42.3,11.9,53.2,6.3,59.8,43.5,38.3,38.1,20.3,79.8169586,1.109158131,0.400024244,0.32123159,55.63873845,5.987850738,213.8
177,72,396.1,52224,44497,13.9,0,"(51046.4, 54545.6]",34.1,33.4,35,"Dunn County, Wisconsin",2.48,47.6,4.5,25.4,,5.5,34.6,16.2,62,6.1,72.4,57.5,50.2,32.3,16.8,94.42242804,0.597839625,2.096967776,0.23551258,51.38981814,5.116736739,155.6
297,113,514.4,49040,35567,12.6,2755.363118,"(48021.6, 51046.4]",49.9,48.9,51,"Oneida County, Wisconsin",2.33,56.8,11,45.1,,5.8,34.3,15.5,54.7,6.3,71.8,,41.6,41.2,17.5,96.32289008,0.737665835,0.628278125,0.266457241,55.73650625,4.641415709,185.3
215,102,453.3,36942,40435,19,0,"(34218.1, 37413.8]",39.7,38.7,40.4,"Warren County, Tennessee",2.51,50.2,16.8,47.8,,4.7,42.5,8,51.7,8,55,40.7,34.2,43.9,27,91.94302137,1.312007997,0.487317256,2.481569411,47.4107656,6.99356005,209.6
29,13,389.7,46551,5211,12.4,4221.838419,"(45201, 48021.6]",47.1,46.6,47.6,"Craig County, Virginia",2.35,57.3,0,63.5,,0,48.4,11.8,51.4,4.1,65.8,47.1,43.4,40.4,19.8,95.97083653,0.153491942,0.402916347,0.019186493,50.81300813,6.776556777,169.4
224,101,403.4,35849,46036,25.6,0,"(34218.1, 37413.8]",40.2,38.8,41.2,"Gadsden County, Florida",2.53,39.6,24.7,34.3,,3.7,34.6,10.4,45.1,11.2,53.7,39.2,34.6,40.5,24.8,40.57384112,54.7927796,0.480354989,2.571945545,39.47182268,4.18136909,184.7
43,14,560.4,40257,4732,14.2,0,"(37413.8, 40362.7]",49.9,48.3,51.3,"Cameron County, Pennsylvania",2.2,48.7,11.1,47.1,,9.2,48.7,11.7,54.2,4.5,71.1,48,44,44.4,18.2,97.98726638,0.616142945,0.123228589,0.123228589,45.52995392,3.510758777,159.6
2075,694,482.2,71233,406678,8.7,105.7347582,"(61494.5, 125635]",40.1,39.2,41.1,"Hillsborough County, New Hampshire",2.55,51.4,12.9,31.8,40.4,14.9,27.2,23,66.1,5.9,76.7,64.4,59,25.2,12.7,90.78351965,2.388531878,3.608418405,0.934223164,51.98701098,5.055576216,163.2
56,27,425.1,42582,8682,16,0,"(40362.7, 42724.4]",45.4,43.6,47.1,"Lucas County, Iowa",2.34,55.4,12.8,36.6,,5.1,44.9,12,58.5,5.8,71.2,48.8,41.9,40.8,16.8,97.75512542,0.229068835,0.343603253,0,51.93039695,4.750593824,184.7
1588,586,470.8,48554,330700,17.7,33.26277593,"(48021.6, 51046.4]",35.8,34.6,37.3,"Marion County, Oregon",2.75,49.1,17,35.5,42.6,4.9,27.2,14.5,55.1,10.7,61,46.5,41.2,38,22.9,81.69177038,1.021471947,1.834133002,8.432866525,50.02280782,6.037989127,168.9
25,10,418.6,44519,3827,15.4,0,"(42724.4, 45201]",41.9,42.8,40.6,"Fisher County, Texas",2.29,54.4,10.1,45.1,,5.8,33.4,11.7,56.3,7.2,61.9,40.4,33,35.2,14.1,89.47641265,3.525142561,0.466562986,4.561949196,50.26994601,5.80474934,163.3
620,255,493.6,44903,88082,13.2,1146.658795,"(42724.4, 45201]",44.4,42.4,45.9,"Lawrence County, Pennsylvania",2.38,50.7,12.8,34.4,,8.7,45,13.2,53.7,7,68.4,50.5,44.9,39.9,20.3,93.19889639,3.798703484,0.417218097,0.548439918,49.46891725,4.727253413,186.1
280,121,494.1,35585,59660,20.9,0,"(34218.1, 37413.8]",34.8,33.2,36.2,"Russell County, Alabama",0.0259,44.1,26.7,34.6,,3.4,31.4,10.7,50.8,11.1,59.7,43.3,32,35,20.2,53.22630441,41.8699187,0.754691091,0.679221982,40.87046446,6.285355123,212.3
177,69,435.2,41035,29991,15.8,0,"(40362.7, 42724.4]",44.9,44.1,45.6,"Franklin County, Maine",0.0248,51.3,10.2,30.4,,5.3,36.9,16.4,56.7,7.7,63.4,,40.5,42,21.1,97.02980067,0.440760476,0.470363792,0.171041379,52.41955916,3.482221569,167.5
126,61,442,33181,16185,20.3,0,"[22640, 34218.1]",51.3,50.7,52.1,"Marion County, Arkansas",2.43,58.2,15.3,39.7,44.2,0.8,43.4,9.1,40.6,10.9,56,,27.4,52.2,24,96.57917122,0.255195042,0.716976546,0.236966825,57.43918818,5.886450714,213.7
1721,706,458.9,58558,376353,14.4,263.0509123,"(54545.6, 61494.5]",36.4,35.2,37.7,"Butler County, Ohio",2.68,50.5,9.5,33.7,,7.8,34,18.4,60.6,7.2,73.6,61.6,56.5,27.7,16,86.03229738,7.785514498,2.670868475,1.001508571,52.67666271,5.479735318,189
42,21,383.2,39484,7673,17.9,0,"(37413.8, 40362.7]",47.2,46.2,47.8,"Lincoln County, Georgia",2.23,46.5,15.2,36.6,,6.1,42.2,7.4,48.9,9.3,58.6,,33.3,38,20.8,66.19170984,32.56476684,0.272020725,0.077720207,43.21167883,1.638311279,196.7
92,31,441.3,46513,22814,15.7,0,"(45201, 48021.6]",32.1,31.8,32.5,"Jerome County, Idaho",2.95,59.9,26.6,39.4,,1.6,28.2,10.4,59.9,6.6,50.8,,32.2,32.6,21,91.75826601,0.083874101,0.560632146,4.357038803,58.81427072,8.495681864,147.6
1159,340,409.9,71546,319372,13.3,629.3601192,"(61494.5, 125635]",35.8,34.4,37.1,"Boulder County, Colorado",2.45,47.7,5.6,19,59.5,15.9,12.7,31.8,65.5,6.1,78.3,67.7,53.6,21.8,11.8,88.40216494,0.904100222,4.313748258,2.842287248,47.57827549,4.171506363,124.1
39,14,587,39827,4582,19.1,0,"(37413.8, 40362.7]",48.5,49,48.1,"Musselshell County, Montana",2.43,58,15.4,60.1,24.5,0,40.2,10.7,51.6,4.6,61.7,45.6,37.5,39.4,19.6,95.80375783,0.187891441,1.08559499,0,56.74013327,7.611241218,196.6
134,62,402.9,35968,20937,21.4,0,"(34218.1, 37413.8]",49,48.5,49.8,"Ogemaw County, Michigan",2.22,54.7,28.6,27.9,38.8,4.7,40.9,7.5,43.2,12.4,60.1,36.1,31.5,51,24.2,96.80049006,0.310998021,0.560738856,0.259165017,49.31100276,6.505717916,177
108,47,474.6,35664,16759,20.6,0,"(34218.1, 37413.8]",43.2,41.3,46.1,"Fayette County, Alabama",2.36,53.6,16.6,31.8,49.6,2.1,38.8,8.4,44.8,10,65.3,44.9,38.3,43.4,21.1,85.546875,12.38754735,0.390625,0,51.49921842,5.73089701,205.8
98,43,415.1,46625,23768,15,0,"(45201, 48021.6]",34.7,33.8,36.8,"Beckham County, Oklahoma",2.87,45.8,31.1,37.8,,1.3,40.4,11.6,53.6,2.9,64.4,54.6,48.1,27,15.8,83.24892704,3.489270386,0.82832618,3.321888412,50.65693431,3.754407799,182.4
43,16,462,40072,6840,20.2,0,"(37413.8, 40362.7]",45.4,43.6,49.3,"Powell County, Montana",2.25,43.3,22.1,46.1,,4,37,12.1,43.3,2.2,63.2,45.4,38.9,38.2,18.8,92.30107527,0.47311828,1.103942652,0.229390681,49.78991597,6.109979633,161
131,59,572.1,25215,21013,38.2,0,"[22640, 34218.1]",39.1,37.1,41.4,"Clay County, Kentucky",2.53,48.2,30.4,35.1,,3.7,36.9,5.3,31.6,15.9,39.7,,26.4,57.3,41.9,93.37558685,3.915492958,0.056338028,0.643192488,47.61904762,7.638737758,266.2
60,30,410,33202,10513,23.7,0,"[22640, 34218.1]",41.3,40.1,42.9,"Scott County, Arkansas",2.66,56.8,10.5,43.1,,1.2,39.6,6.9,49.9,10.9,56.8,39.7,33.7,44.6,24.7,89.48482061,0.165593376,2.861085557,2.5574977,56.99136868,3.421727973,207.4
1962.667684,16,453.5494221,47599,7797,15,0,"(45201, 48021.6]",38.8,37.3,40.5,"Doniphan County, Kansas",2.32,55.3,7.3,31.7,,4.1,38.7,11.3,59.5,5.8,69.8,54.9,45.7,29.5,14.5,91.72922764,3.6900369,0.241761038,0.089069856,55.93438405,4.685714286,160.3
126,48,488.7,36390,21498,23.4,0,"(34218.1, 37413.8]",40.8,38.4,43.5,"Morgan County, Tennessee",2.52,51.7,18.2,50.6,,2.9,51.3,4,38.2,8.5,60.4,44.4,39.2,43.7,24.3,94.15435441,4.313113701,0.032118932,0.27530513,57.421981,3.724928367,191.1
116,55,496.6,30299,17917,28.1,0,"[22640, 34218.1]",44.2,42.7,45.2,"Fentress County, Tennessee",2.43,53,10.9,51.8,,5.3,44.2,7,41.6,10.4,45.2,,24.2,53.2,33,97.90864982,0.16173108,0.306731359,0.340192962,51.01314348,5.124835742,230.9
435,166,356.1,47520,118737,21,202.1273908,"(45201, 48021.6]",34.2,33.1,35.2,"San Juan County, New Mexico",3.04,46.6,23,31,,1.5,32.1,9.1,54.6,9.2,50.4,40.2,36.4,37.1,24.4,53.09790383,0.552212446,0.51465241,5.154515595,48.79315011,6.09617959,136.7
460,160,450.5,92647,142003,5.9,0,"(61494.5, 125635]",34.7,33.5,35.9,"Stafford County, Virginia",3.08,57.4,11.1,36.1,,14.7,23.7,22.2,61.8,5.5,84.1,65.8,51.8,18.4,7,70.13161253,17.12931569,2.939954063,5.125232418,66.38405714,4.970818505,175.6
91,40,468.7,50877,13736,12.1,0,"(48021.6, 51046.4]",42.7,40.3,45.7,"Ford County, Illinois",2.39,53.9,27.2,40.7,,3.5,38.8,12.6,,8.6,69.6,49.3,41.6,39.4,19.1,97.63642935,0.578243585,0.296349837,0.01445609,51.95520796,5.186500888,188.3
13,6,406.9,45624,1799,13.8,0,"(45201, 48021.6]",46.2,42.8,48.3,"Dundy County, Nebraska",2.18,62.3,18.4,29.1,35.5,17,32.5,13.6,57.7,4,64.8,49.3,31.6,35.9,17.2,98.51116625,0.099255583,0,0.248138958,55.44444444,5.83090379,151.9
1997,648,504.7,73750,371398,11.8,96.93105509,"(61494.5, 125635]",38.4,36.9,39.9,"Mercer County, New Jersey",2.69,47.2,12.1,25,50.9,12,25.6,20.7,59.5,9.4,73.1,60.6,55.9,27.4,14.5,62.9261072,20.1471049,10.07800936,4.855326137,49.8130927,4.725836381,160.3
428,183,469.7,36740,68580,17.7,0,"(34218.1, 37413.8]",43.7,42.2,44.9,"Greene County, Tennessee",2.38,53,9.2,50.2,33.7,6.8,42.6,9.8,49.8,8.7,59.4,42.3,37.3,42.5,22,95.30010499,2.206311246,0.507466169,0.587669155,51.19917323,3.90120498,194.7
378,152,526.5,36808,75944,26.4,65.83798588,"(34218.1, 37413.8]",31.9,31.1,32.8,"Forrest County, Mississippi",2.58,38.9,9.2,18.7,,7.8,28.2,15.3,54.1,13.1,56.5,45.2,38.3,35.7,22.4,59.84370698,36.59511978,0.886359762,0.831290073,38.54840439,4.81629545,209.2
499,215,463.1,56737,111901,13.2,89.3647063,"(54545.6, 61494.5]",38.4,38,38.6,"Berkeley County, West Virginia",0.0263,51.8,17,40.8,32.2,10,38.2,12.7,58.7,9.7,70,,49.7,33.1,17.3,87.80122144,7.333247489,1.052205585,0.905963725,51.52350516,4.872468117,206.1
228,84,477.4,49384,44834,14.2,0,"(48021.6, 51046.4]",37.8,36.8,38.8,"Callaway County, Missouri",2.52,47.4,11.5,26,,5.4,38.3,14.3,54.8,5.1,74.8,59.7,55.4,28.1,12.4,91.75829107,3.675447651,0.866131131,0.538527128,49.69659443,4.53252418,180.1
130,57,433.7,50258,26521,13.1,0,"(48021.6, 51046.4]",39.5,38.8,40.3,"Decatur County, Indiana",2.57,54,23.2,37.5,,6.6,45.3,10.7,61.4,6.3,68.8,54,49,30.6,16.3,96.23094512,0.777439024,1.299542683,0.689786585,52.29303157,4.353189989,186.7
119,47,422.3,35371,27502,29.9,0,"(34218.1, 37413.8]",34.8,33.2,36.4,"Hardee County, Florida",3.33,43.9,34.8,45.9,,0.9,41.1,7.4,45.3,11,36.5,,21.8,48.7,34.9,82.55060434,7.965632736,0.182029999,7.259356342,52.29719086,6.773043626,161.9
1962.667684,903,453.5494221,55070,538133,16.5,535.1836814,"(54545.6, 61494.5]",34.6,33.5,35.7,"Ramsey County, Minnesota",2.47,44,12.7,25,,15.4,21.9,24.4,63.9,7.1,68.8,56.4,50.6,33.6,20.5,69.12483812,11.1467148,13.25095609,1.869888948,41.77378576,6.13624584,166.5
51,20,487.2,54154,6906,11.7,0,"(51046.4, 54545.6]",46.4,44.8,47.4,"Fremont County, Iowa",2.36,59.4,16.6,43.5,,5.2,36.4,15.6,60.4,3.7,70.9,,40.2,39.1,18.3,96.81958908,0.295524909,0,0.844356882,56.49966148,6.004618938,181.2
1962.667684,52,453.5494221,50745,25609,13.3,0,"(48021.6, 51046.4]",39,36.9,40.5,"Franklin County, Kansas",2.56,58.8,10.9,37.2,,4.1,36.1,14.4,,6.9,75.9,56.3,49.6,29.5,14,92.90568089,1.176561954,0.244631693,2.131790471,58.48423194,7.582938389,175
123,48,513.7,46226,24757,16.9,40.39261623,"(45201, 48021.6]",36.7,35.3,37.7,"Grant County, Kentucky",2.91,54.9,10.5,48.3,,5.1,44.8,7.7,55.3,6.8,67.3,52.8,50.1,34.5,18.4,94.85610053,0.31617349,0.024321038,2.375354682,56.81681682,7.708225556,205.4
263,118,491.8,33333,39752,22.7,0,"[22640, 34218.1]",43,41.7,44.5,"Campbell County, Tennessee",2.48,51.4,13.6,50.9,,2.1,41.8,6.7,42.1,9.9,54.8,40.2,35.9,45.4,26.7,97.89426523,0.510254879,0.283751493,0.057248108,50.91591122,4.345366074,218.3
208,77,506.6,52578,34371,11.8,1862.034855,"(51046.4, 54545.6]",38.9,36.7,41,"Effingham County, Illinois",2.54,54.1,14.3,31.3,41.4,13,36.4,14.7,64.1,5.4,73.4,56,47,34.4,17.4,97.78049633,0.340789934,0.544681347,0.562157754,54.01350338,4.731034483,180.1
114,45,474.4,34403,18317,26.3,0,"(34218.1, 37413.8]",40.5,37.8,42.4,"Winston County, Mississippi",2.38,44.6,33.8,33.9,,2,31.5,12.3,47.8,12.3,54.1,39.5,33.3,44.1,25,51.35583249,47.70284003,0.187195807,0.278119484,41.42745303,5.112672644,181.7
1962.667684,48,453.5494221,54354,23102,10,0,"(51046.4, 54545.6]",42,41.8,42.2,"Meeker County, Minnesota",2.48,60.4,20.2,37.2,,4.5,38.3,13.6,63.6,4.7,75.7,58,49.8,32.6,13.4,97.32802975,0.436681223,0.419386917,0.237796705,57.3795509,6.093113066,151.2
44,21,483.5,27323,6572,29.5,0,"[22640, 34218.1]",44.2,43.4,45,"Hancock County, Tennessee",2.35,51.7,5.7,58.9,,0,39.4,7.3,41.5,12.1,48.1,37.3,34.1,49.4,31.1,97.41041855,0.451671183,0.060222824,0.060222824,47.56717502,8.014184397,230.9
68,29,429.8,45644,10806,13.4,9439.200444,"(45201, 48021.6]",43.8,42,45.5,"Custer County, Nebraska",2.25,62.4,26.9,33.2,,1.9,32.8,14.6,66,2.3,71.2,51.3,36.6,34.1,14.3,97.35234216,0.805406406,0.379559341,0.555452694,56.33298209,7.021791768,159.7
70,24,478.3,61750,11745,7.9,0,"(61494.5, 125635]",38.4,36.6,40.5,"Lyon County, Iowa",2.57,65.2,13.4,33.7,,10.9,37.1,15.4,68.2,2.4,78.7,60.3,46.8,28.3,11,97.33003497,0.059711678,0.324149109,0.818903011,63.45640569,6.586310805,151.7
103,48,436.6,32121,16203,27.1,0,"[22640, 34218.1]",46.9,44.3,49.5,"Dixie County, Florida",2.41,45.8,39.8,33.7,,3.4,41,6.1,36.6,7.2,43.8,29.5,24.6,50.4,28.7,88.10515195,8.799950283,0.745758499,0.118078429,47.2318625,5.828779599,195.9
131,46,511.7,32711,22574,32.6,0,"[22640, 34218.1]",37.6,35.3,40.5,"Mitchell County, Georgia",2.55,39.8,34.2,41.8,,1.3,39.8,7.6,43.8,13.5,46.6,,30.8,42.1,26.3,49.2515882,47.47193456,0.274127578,1.109564007,41.19164619,7.192480588,179.7
1407,556,488.4,50155,264052,19.1,98.46545377,"(48021.6, 51046.4]",37.7,36.1,39.1,"St. Clair County, Illinois",2.57,45.4,15.3,30,,5.9,28.1,16,55.6,8.9,65.5,50.1,41.2,36,22.2,65.18730175,29.9132304,1.31371499,0.754225197,44.55885085,4.939849972,191.2
53,19,509.5,37511,11476,23.8,0,"(37413.8, 40362.7]",30.4,28,31,"Roosevelt County, Montana",3.54,38.7,29.9,41.8,26.5,1.8,38.8,10,45.5,6.8,39.6,32.5,27.7,38.6,29.9,36.96712428,0.081286127,0.18966763,0.632225434,42.40940255,6.547122602,182.6
30,14,425.6,48511,5173,13.9,0,"(48021.6, 51046.4]",42.3,40,47.5,"Johnson County, Nebraska",2.13,48.5,30.4,31.1,,2.8,40.7,10.8,47.6,3.6,73.5,56.7,46.1,30.9,14.6,87.38145926,7.122121153,0.832204374,2.690149023,51.00742312,4.337050805,185.6
8,3,201.3,68387,5702,9.9,0,"(61494.5, 125635]",36.8,38.8,32.9,"Aleutians West Census Area, Alaska",3.59,40.6,11.3,52.1,,7,37,10.3,80.1,2.1,69.1,60.4,58.3,11.2,6.2,31.56228008,4.732582688,37.15693174,5.295566502,42.88224956,4.391052196,203.3
574,232,481.6,39444,96879,21.1,113.5436988,"(37413.8, 40362.7]",41.4,39.8,42.6,"Cleveland County, North Carolina",2.55,48.6,14.6,33,,6.4,34.6,9.8,52.2,12.6,58.4,43.9,39.5,39.8,22.7,75.80933956,20.84834016,0.981703678,0.621539855,47.84396444,4.050285512,194.3
851,319,476.7,63030,167688,10,17.89036783,"(61494.5, 125635]",39.2,38.2,40.3,"Porter County, Indiana",2.62,52.9,13,33.8,,11.3,35.2,16.6,58.9,7.3,77.3,64.1,58.8,24.7,11.4,92.00216125,3.422585099,1.442636729,1.122050789,54.86369419,5.159405563,178.4
202,83,424.5,44110,41486,16.8,0,"(42724.4, 45201]",37.3,35.7,37.9,"Wharton County, Texas",2.77,49.5,16.7,46.6,,5.3,33.6,9.5,58.9,6.6,54.7,45.7,40.6,32.9,21.9,82.86884451,14.38542071,0.055738658,1.899961225,47.5137372,5.69874932,173.1
116,53,467.6,37413,21540,27.6,0,"(34218.1, 37413.8]",38.2,37.1,38.7,"McDuffie County, Georgia",2.61,48.4,35.2,27.4,,2.3,38.6,9.2,50,9.5,54.9,36.4,31.9,37.9,21.3,56.31081457,41.81262163,0.05560189,0.95449912,47.41114254,5.374121538,219.5
316,124,422.8,47419,56264,16.3,0,"(45201, 48021.6]",45,44.7,45.2,"Franklin County, Virginia",2.36,58.4,9.5,36.4,,4,32,13.1,54,6.2,67.4,50.2,40.1,35,17.2,89.09704342,8.450679215,0.266358874,0.878984285,57.66095994,5.965766068,162
2573,853,500.9,44828,517600,17.3,183.5394127,"(42724.4, 45201]",36.9,35.7,37.9,"Guilford County, North Carolina",2.46,45.3,12.6,25.5,,10.9,24.6,22.4,58.4,8.8,65.3,,46.2,30,18.5,56.7557221,33.37615414,4.4290921,2.759869998,43.52861582,5.372916101,163.9
138,60,370.1,38494,39119,25.3,0,"(37413.8, 40362.7]",33.8,32.3,34.8,"Hendry County, Florida",3.18,45.5,30.6,29.9,,1.2,32.2,6.3,51.2,11.9,38,31.3,26.7,37.4,27.2,73.78724292,12.00114694,0.980111044,9.162474259,48.00352578,7.09833795,163.7
432,168,449.1,46737,83579,19.3,23.92945596,"(45201, 48021.6]",40.5,39.5,41.5,"Glynn County, Georgia",2.49,48.9,20.5,39.8,,5.4,28.2,16.4,56.2,9.3,58.7,43.3,35.5,36.2,20.2,66.78247679,25.66213621,1.186645951,3.006985308,46.22883848,5.647184414,168.9
90,32,514.8,64305,16269,8.8,0,"(61494.5, 125635]",40.7,40,41.5,"King William County, Virginia",2.66,58.5,5.7,36.6,,9.3,39.4,12.5,63,5.4,75.6,62.7,55.5,25.5,13.5,76.52357582,19.54401441,0.869727278,0.21743182,60.48707753,6.631716907,187.4
120,45,457.5,45533,22896,14.2,960.8665269,"(45201, 48021.6]",38.5,36.2,40.7,"Payette County, Idaho",2.77,55.5,27.1,37.2,,2.3,33.1,11.4,54.4,10.1,59.4,43.4,36.6,34,18,93.2907489,0.431718062,0.392070485,1.788546256,57.26034123,8.451001054,166
25,19,234,41838,8176,17.4,0,"(40362.7, 42724.4]",43.7,41.8,45.5,"Doddridge County, West Virginia",2.85,45.8,26.2,61.7,10.1,1.9,44.3,8.8,41,6.5,55.2,37.7,35.5,45.2,25.4,96.67113767,1.085233508,0.085355444,0,53.92670157,6.016466118,185.6
320,130,539,33646,42082,23.6,356.4469369,"[22640, 34218.1]",41.8,38.3,44.5,"Danville city, Virginia",2.2,38.7,13.7,32.7,47.5,6.1,28.1,11.3,48.9,12.7,57.2,,34.1,46.1,25.5,46.20023557,48.65959953,1.220259128,1.703180212,33.34770192,3.236583838,207.4
55,28,391.8,39706,10539,16.1,94.88566278,"(37413.8, 40362.7]",41.4,39.6,43.4,"Nowata County, Oklahoma",2.56,53.7,21.2,38.6,,2.6,42.1,10,50.7,8.4,58.2,43,38.4,37.7,21.4,68.97205116,1.970630033,0.293699668,0.86215064,53.36134454,3.337783712,189.7
94,27,406.2,108477,17785,4.2,0,"(61494.5, 125635]",43.5,41.8,45.1,"Los Alamos County, New Mexico",2.34,65.5,23.5,26,41.6,8.9,10.8,24.9,62.1,3.5,89.6,,66.7,21.2,4.2,86.70494453,0.484976866,6.69491053,2.737053347,59.63230466,5.543652919,114.5
33,11,352,77222,9899,6.8,0,"(61494.5, 125635]",38.1,36.9,39.8,"Sublette County, Wyoming",2.74,62.1,30.2,21.3,,6.6,35.2,17,69.7,5.4,76.1,65.4,54.3,18.2,8.6,95.69042206,0,0.523870713,0.118612237,64.53215567,5.14813016,126.9
518,193,469,69203,82423,9.5,72.79521493,"(61494.5, 125635]",43.9,42,45.6,"Newport County, Rhode Island",2.27,49.7,10,28.1,,17.1,23.1,26.4,59.2,6.9,79,59.3,48.7,30.1,11,89.60478086,3.51668824,1.739593288,1.512163846,46.93813131,2.872784433,164
383,136,491.9,45807,54659,12.9,18.29524872,"(45201, 48021.6]",47.4,46.2,48.4,"Hancock County, Maine",2.18,54.1,7.8,24.7,,14.3,33.1,20.1,57.7,7.7,64,46.6,36.7,37.7,18.1,96.6573969,0.481173845,0.900142706,0.075011892,49.67789586,5.103569855,165.4
7861,2722,473.1,84026,1585139,8.9,49.20704115,"(61494.5, 125635]",38.5,37.1,39.9,"Middlesex County, Massachusetts",2.56,50.2,9.2,26.6,,22.2,21.1,26.2,65.5,6.1,80.7,67.6,60.8,27.2,13.9,79.05310401,4.882669415,10.49960286,2.388125307,51.20807592,4.75120604,159.6
2708,1015,380.9,40081,835593,23.4,51.46045982,"(37413.8, 40362.7]",31.6,29.7,33.4,"El Paso County, Texas",3.14,47,14.7,30.4,,5.5,24.5,14.7,52.9,8.4,47.3,39.1,29.3,33.8,23.3,82.82266167,3.532809125,1.098791354,9.60371558,50.15446127,5.625701056,142.9
257,106,490.4,33609,44568,27,112.188117,"[22640, 34218.1]",40,37.6,41.4,"Vance County, North Carolina",2.65,37.7,27.2,40.1,31.9,0.9,37.6,8.2,49.6,12.2,50.1,31.6,25.8,47.3,28.7,43.62800866,49.60405095,0.455062571,4.079948248,36.87986015,6.678752027,198.5
144,47,461.3,37667,28429,15.9,70.35069823,"(37413.8, 40362.7]",38,37.5,38.4,"Union County, Mississippi",2.66,51.7,20.8,28.9,,6.3,33.3,8.1,,10.7,55.6,41.1,36.1,40.6,22.7,81.84890871,14.33245838,0.729927007,1.18298515,51.88980184,4.427409262,149.4
2082,759,487.1,46831,446753,18.4,346.947866,"(45201, 48021.6]",33.2,31.7,34.7,"East Baton Rouge Parish, Louisiana",2.57,39,12.8,22.8,,11.8,26.7,21.6,60.9,7.6,65.9,55.2,47.8,30.3,19,48.64130068,45.53374261,3.206278531,0.851154737,38.79198202,4.474235159,178.8
827,327,469.1,41296,158276,17.9,164.2700094,"(40362.7, 42724.4]",470.4,37.7,40.5,"Alamance County, North Carolina",2.45,49,17.3,26,,6.7,28.5,14.8,57.6,7.9,61.3,47.9,41.3,35.1,20.7,70.77960556,18.32562573,1.475608342,6.150407708,46.79502803,4.493936752,178.7
8857,3377,414.5,56877,2361026,17.1,57.17853171,"(54545.6, 61494.5]",34.5,33.5,35.5,"Riverside County, California",3.24,48.4,15.7,36.2,,4.7,25.8,13.4,52.4,12.9,56.3,46.8,40.1,35,24.2,64.61041448,6.265186908,6.185118397,17.45632785,53.80374468,5.475268467,154.6
326,137,495.5,38465,55191,19.3,0,"(37413.8, 40362.7]",40.7,39.5,41.9,"Pearl River County, Mississippi",2.61,51.9,14,32.2,,1.1,31.4,9.6,46.2,12.1,55.9,41.9,36.8,37.6,21.3,84.08399159,13.55714182,0.143126314,0.710196391,51.86838785,4.728190104,208.6
1962.667684,16,453.5494221,35502,3115,18.4,0,"(34218.1, 37413.8]",47.4,46.9,48.6,"Woodson County, Kansas",2.08,53.6,7.8,46.1,41.1,5,38.8,12.7,59.7,4.6,63.1,44.1,35.8,38.5,17.5,94.67455621,0.529430084,0.155714731,0.311429461,44.93794905,6.818181818,293.9
9,4,374.8,44990,1310,16.1,0,"(42724.4, 45201]",52,51.9,52.2,"Sheridan County, North Dakota",2.05,63.2,40.7,33.3,,13,36.8,12,54.7,2,67.9,42.7,26,45.6,23.3,98.27973074,0,0,0.224382947,55.74272588,4.95049505,124.8
158,62,535.9,32049,28265,26.9,0,"[22640, 34218.1]",36,34.5,37.2,"Scott County, Mississippi",2.85,42.7,22.9,32.8,39.5,4.8,34.4,7.7,50.4,13.1,48.5,37.7,32.5,40.5,24.9,59.80277807,37.33078853,0.862404128,0.943696321,41.294393,5.869989491,211
